CustomerID,CustomerName,Email,Phone,Address,Segment,ProductID,ProductName,Category,PurchaseAmount,PurchaseDate
255,Sarah Rosario,tracy14@example.net,504-557-4914,"1448 Camacho Keys, Macdonaldside, AL 92376",Fashion Lover,5,Stay Clothing,Clothing,77.86,2023-06-17
283,Christopher Lopez,jprince@example.net,974-984-9973,"USS Hines, FPO AE 64171",Bargain Hunter,9,Tonight Books,Books,14.52,2024-04-17
500,Joseph Lloyd,kelly42@example.net,024-233-2402,"PSC 8834, Box 5233, APO AA 33818",Fashion Lover,41,Such Clothing,Clothing,187.55,2024-08-29
318,Elizabeth Mcclain,dustincantrell@example.org,145-469-9256,"204 Robin Route Apt. 863, North Jennifer, NV 64370",Fashion Lover,34,Fire Grocery,Grocery,121.37,2023-04-25
25,Adriana Morgan,jonesaaron@example.org,846-436-2915,"0102 Julia Tunnel, East Kristifort, MI 74287",General Shopper,34,Fire Grocery,Grocery,31.32,2024-06-15
75,Katherine Simmons,davisjennifer@example.net,121-882-1625,"22821 Pitts Turnpike Apt. 830, New Williamport, MT 64822",Bargain Hunter,48,Huge Books,Books,33.3,2024-02-08
460,Madeline Green,kramirez@example.com,163-922-2460,"84202 Taylor Shore, East Preston, SC 68982",Fashion Lover,23,Very Kitchen,Home & Kitchen,221.75,2024-12-19
137,Elijah Nunez PhD,jared90@example.com,696-901-2335,"59989 John Orchard Suite 937, Wilkinsborough, GA 80822",Tech Enthusiast,34,Fire Grocery,Grocery,262.75,2023-12-25
171,Donald Brown,ybird@example.net,419-799-7596,"167 Hopkins Walk, South Sheilastad, NE 59858",Bargain Hunter,34,Fire Grocery,Grocery,40.55,2024-10-28
75,Katherine Simmons,davisjennifer@example.net,121-882-1625,"22821 Pitts Turnpike Apt. 830, New Williamport, MT 64822",Bargain Hunter,27,Protect Supplies,Pet Supplies,21.36,2024-11-10
362,Taylor Villarreal,warejoan@example.com,291-284-3066,"9682 Patterson Burg, Chelseashire, AZ 35039",Tech Enthusiast,32,Until Kitchen,Home & Kitchen,308.72,2024-05-17
